state,District Name,block,Annual Domestic and Industry Draft,Annual Irrigation Draft,Annual Groundwater Draft (Total),Annual Replenishable Groundwater Resources (Total),Natural Discharge During Non-Monsoon Season,Net Groundwater Availability,Stage of Groundwater Development (%)
MP,Ujjain,Tarana,569.852,8658.32,9228.17,13698.76,0.129,13013.82,70.9105
MP,Ujjain,Badnagar,567.746,22524.16,23091.9,20735.76,0.168,19698.97,117.224
MP,Ujjain,Ujjain,558.449,15799.9,16358.35,13827.77,0.182,13136.38,124.527
JH,Deoghar,Karon,213.04,609.154,822.194,2113.0,0.131242,2007.5,40.9562
BR,Sitamarhi,Bajpatti,339.0,1917.0,2256.0,4861.0,0.329936,4618.0,48.9
MP,Betul,Athner,229.471,4559.17,4788.64,7568.88,0.142,7190.43,66.5974
MP,Betul,Bhainsdehi,293.411,3686.69,3980.1,13291.18,0.13,12626.63,31.5215
MP,Betul,Amla,416.422,9106.13,9522.55,14244.53,0.132,13532.3,70.369
JH,Deoghar,Madhupur,499.493,581.25,1080.7,3340.0,0.0,3173.47,34.06
MH,Nandurbar,Nandurbar,403.717,7209.72,7613.44,11.8559,0.012052,10940.84,69.5874
MH,Nandurbar,Nawapur,514.301,5252.68,5766.98,16.4804,0.01812,14227.56,40.5339
MP,Betul,Betul,427.452,10123.06,10550.51,15344.03,0.149,14576.83,72.3786
MP,Betul,Bhimpur,432.049,2189.27,2621.32,9673.21,0.99,9189.55,28.525
JH,Deoghar,Palojori,228.256,608.731,836.987,2813.0,0.115761,2532.14,33.0546
MH,Nandurbar,Talode,259.389,1723.25,1982.64,13.1371,0.040083,4082.76,48.5613
MH,Nashik,Malegaon,360.736,10863.17,11223.91,11.3909,0.007185,17116.36,65.5742
MH,Nashik,Nandgaon,231.992,5526.33,5758.32,10.472,0.009655,10789.61,53.3691
MH,Nashik,Niphad,375.211,15709.4,16084.61,15.4905,0.013716,16409.57,98.0197
MH,Pune,Ambegaon,446.822,8997.35,9444.17,16.4808,0.020949,12150.98,77.7236
MP,Betul,Shahpur,497.166,5767.07,6264.24,10295.13,0.14,9780.37,72.0
MH,Pune,Baramati,464.992,16823.05,17288.05,14.0803,0.010219,18155.22,95.2236
MH,Pune,Bhor,262.186,1618.52,1880.7,12.6748,0.037202,4102.41,45.8438
MH,Pune,Daund,379.895,11035.81,11415.71,12.7423,0.010082,15300.14,74.6118
MP,Betul,Multai,342.294,11075.1,11417.39,16546.3,0.19,15718.98,72.6344
MP,Rewa,Sirmour,593.086,4394.74,4987.82,7053.09,0.09,6700.44,74.4402
MP,Panna,Shahnagar,387.922,1722.87,2110.79,12887.76,0.09,12243.37,17.2403
MP,Datia,Datia,471.321,4007.19,4478.51,7466.51,0.067,7093.18,78.0
BR,Sitamarhi,Nanpur,286.0,1277.0,1563.0,4769.0,0.456345,4531.0,34.5
MP,Rajgarh,Jirapur,441.69,7154.03,7595.72,12062.84,0.143,11459.69,66.282
MP,Gwalior,Dabra,521.662,3874.05,4395.71,16108.75,0.176,15303.31,28.7239
BR,Sitamarhi,Sursand,318.0,593.0,911.0,5018.0,0.34539,4517.0,20.2
MH,Pune,Haveli,558.325,6654.57,7212.89,11.6178,0.009558,13415.81,53.7641
MH,Pune,Indapur,1201.88,20919.04,22120.92,18.7869,0.012801,26193.4,84.4523
MH,Pune,Junnar,548.155,14504.8,15052.96,16.2548,0.01481,16913.42,89.0001
MP,Shivpuri,Shivpuri,360.036,5914.77,6274.81,10262.03,0.056,9748.93,64.3641
BR,Muzaffarpur,Kurhani,638.0,5986.0,6624.0,12291.0,0.391205,11676.0,56.7
MH,Pune,Khed,1021.43,10241.33,11262.75,11.6501,0.009079,14201.34,79.3077
MH,Pune,Mulshi,399.585,808.021,1207.61,20.6335,0.04647,8703.51,13.8749
MP,Dhar,Dhar,278.217,10360.94,10639.16,8236.78,0.137,7824.94,135.965
BR,Muzaffarpur,Gaighat,376.0,3707.0,4082.0,7775.0,0.491919,6997.0,58.3
MH,Pune,Purandhar,333.503,11851.16,12184.67,14.2726,0.014636,13222.62,92.1502
CG,Bastar,Darbha,173.53,117.835,291.365,7402.09,0.09502,7031.99,4.14
JH,Ranchi,Ormanjhi,139.789,1303.35,1443.13,2031.36,0.106846,1828.22,78.9365
MH,Pune,Shirur,942.468,14464.93,15407.4,12.1847,0.008195,17211.63,89.5174
CG,Bastar,Jagdalpur,717.03,773.381,1490.41,8836.58,0.108192,7952.92,18.74
CG,Bijapur,Bhopal Patnam,108.86,263.84,372.7,22349.99,0.115266,21224.11,1.76
JH,Ranchi,Sonahatu,175.128,471.373,646.501,3058.43,0.116034,2752.58,23.4871
CG,Bijapur,Bijapur,145.49,294.73,440.22,14939.02,0.088606,14192.07,3.1
CG,Bilaspur,Kota,505.31,1099.88,1605.19,6088.35,0.117677,5783.93,27.75
CG,Bilaspur,Marwahi,255.79,1306.4,1562.19,7232.87,0.123117,6863.86,22.76
CG,Bilaspur,Masturi,652.74,1182.11,1834.85,5187.17,0.080421,4927.82,37.23
CG,Bilaspur,Takhatpur,1313.42,9499.86,10813.28,14242.06,0.213845,13529.94,159.84
CG,Dhamtari,Dhamtari,3570.9,19463.0,23033.9,27990.82,0.377235,25546.02,180.34
JH,Deoghar,Sarath,244.155,584.213,828.368,4233.0,0.175643,4021.64,20.5978
BR,Muzaffarpur,Bendra,199.0,2001.0,2200.0,4106.0,0.29249,3695.0,59.5
MH,Pune,Velhe,125.955,265.602,391.557,22.4896,0.096961,4955.52,7.90144
CG,Dhamtari,Kurud,471.62,10183.26,10654.88,15188.66,0.155781,13669.79,77.94
MH,Raigad,Alibag,433.83,1030.53,1464.36,14.6094,0.057715,3511.28,41.7045
CG,Dhamtari,Magarlod,265.77,8550.0,8815.77,14305.74,0.134833,13590.45,64.87
CG,Durg,Dhamdha,681.63,6837.32,7518.95,10577.64,0.103601,9519.87,78.98
JH,Deoghar,Sarwan,229.871,1179.42,1409.29,3640.0,0.120132,3276.29,43.0148
BR,Munger,Tarapur,153.0,1071.0,1224.0,2626.0,0.368502,2363.0,51.8
CG,Durg,Durg,2493.4,2222.01,4715.41,6144.34,0.106303,5630.86,83.74
BR,Munger,Asarganj,129.0,543.0,672.0,2031.0,0.340787,1828.0,36.7
MH,Sangli,Jat,594.52,17152.57,17747.09,11.0979,0.004938,23411.02,75.8065
CG,Durg,Patan,942.22,4125.94,5068.16,8475.76,0.093448,7788.47,65.07
JH,Dhanbad,Gobindpur,391.277,949.202,1340.48,2312.77,0.167592,2081.49,64.4
CG,Jashpur,Bagicha,376.03,1189.0,1565.03,12441.73,0.114512,11806.42,13.26
CG,Koriya,Baikunthpur,486.42,3526.05,4012.47,7136.19,0.163873,6422.57,62.47
MH,Ahmednagar,Karjat,169.844,9120.04,9289.88,11.424,0.008195,15128.58,61.4062
MH,Ahmednagar,Kopargaon,155.717,8482.52,8638.23,14.4487,0.021681,9137.43,94.5368
CG,Jashpur,Duldula,111.32,1328.0,1439.32,5893.32,0.118721,5595.65,25.72
JH,Dhanbad,Tundi,267.372,773.615,1040.99,2390.13,0.223376,2151.11,48.3929
MH,Ahmednagar,Nagar,323.919,12775.37,13099.29,12.2541,0.009293,15351.31,85.3301
MH,Ahmednagar,Nevasa,220.691,20238.96,20459.65,16.3821,0.012338,20661.26,99.0242
MH,Ahmednagar,Rahata,159.981,10009.19,10169.17,15.2977,0.023374,9511.48,106.915
MH,Akola,Barshitakli,238.141,2337.71,2575.85,10.7233,0.015689,6962.66,36.9952
CG,Jashpur,Jashpur,211.29,2650.75,2862.04,4295.97,0.074777,4081.17,70.13
CG,Jashpur,Manora,132.8,1423.55,1556.35,6239.4,0.127647,5619.34,27.7
JH,Dumka,Dumka,315.35,597.024,912.374,3109.44,0.103693,2798.5,32.6023
BR,Madhubani,Pandaul,403.0,1932.0,2335.0,5671.0,0.26116,5388.0,43.3
MH,Akola,Patur,132.619,2493.14,2625.76,10.2458,0.017112,5779.96,45.4287
CG,Jashpur,Pathalgaon,423.82,3803.95,4227.77,6134.28,0.094461,5827.57,72.55
MH,Akola,Telhara,106.383,2644.22,2750.6,12.9988,0.020911,7676.33,35.8323
CG,Korba,Kartala,319.36,1527.26,1846.62,7158.75,0.16208,6800.81,27.15
JH,Dumka,Jama,209.187,996.613,1205.8,3745.79,0.103793,3371.21,35.7676
MH,Aurangabad,Aurangabad,649.37,9581.61,10230.98,10.9619,0.007437,15350.77,66.648
CG,Korba,Korba,811.84,912.52,1724.36,8619.7,0.087908,8183.8,21.07
CG,Korba,Pali,435.16,2878.0,3313.16,13443.02,0.27351,12770.87,25.94
BR,Madhubani,Rajnagar,367.0,2176.0,2543.0,6279.0,0.261581,5651.0,45.0
CG,Koriya,Khadgawan,388.42,2706.9,3095.32,10109.59,0.140922,9596.81,32.25
CG,Koriya,Manendragarh,354.91,1304.3,1659.21,4687.66,0.146884,4249.75,39.04
CG,Koriya,Sonhat,106.15,789.4,895.55,3445.06,0.118387,3243.88,27.61
CG,Surguja,Ambikapur,661.99,3523.16,4185.15,10337.22,0.144722,9413.1,44.46
MH,Aurangabad,Ganagapur,467.435,10572.23,11039.67,11.5044,0.008986,13991.4,78.9032
CG,Mahasamund,Basna,390.79,4948.1,5338.89,12168.41,0.135054,11508.15,46.39
JH,Sahebganj,Pathna,124.319,94.1197,218.439,1834.37,0.128134,1650.93,13.2313
CG,Mahasamund,Mahasamund,2319.27,5988.04,8307.31,13901.55,0.147262,12960.84,64.1
CG,Mahasamund,Pithora,447.91,5978.1,6426.01,13529.64,0.150162,12853.16,50.0
CG,Mahasamund,Saraipali,426.86,2607.6,3034.46,8862.91,0.101873,8367.3,36.27
HR,Kaithal,Rajound,105.0,13747.0,13852.0,8767.0,0.354695,7892.0,176.0
CG,Narayanpur,Narayanpur,383.97,351.3,735.27,9252.88,0.090332,8771.47,8.38
CG,Narayanpur,Orchha,76.67,29.25,105.92,21039.52,0.084628,19987.54,0.53
BR,Madhubani,Jainagar,362.0,977.0,1339.0,5026.0,0.305571,4775.0,28.0
UP,Jhansi,Babina,368.06,4968.75,5336.81,6266.42,0.083745,5953.1,89.65
UP,Jhansi,Bamaur,540.0,3818.3,4358.3,6271.45,0.101266,5957.88,73.15
CG,Raigarh,Kharsia,553.74,2035.67,2589.41,4379.77,0.09207,3993.14,64.85
BR,Madhubani,Khajauli,204.0,2657.0,2861.0,4821.0,0.33003,4339.0,65.9
CG,Raigarh,Lailunga,286.04,675.797,961.837,4598.89,0.085244,4368.95,22.02
UP,Jhansi,Baragaon,495.4,4737.52,5232.92,7776.72,0.171982,7387.88,70.83
CG,Raigarh,Raigarh,852.15,1937.16,2789.31,6320.3,0.102702,5688.27,49.04
CG,Raigarh,Sarangarh,502.72,1285.62,1788.34,4381.96,0.075421,4102.26,43.59
CG,Raigarh,Tamnar,214.46,691.0,905.46,2280.92,0.062835,2166.87,41.79
CG,Surguja,Batauli,153.81,988.0,1141.81,6082.46,0.099388,5778.34,19.76
UP,Chitrakoot,Karwi,604.12,4306.65,4910.77,4606.4,0.077584,4145.76,118.45
CG,Raipur,Abhanpur,546.1,3079.48,3625.58,8055.21,0.085331,7326.47,49.49
BR,Madhubani,Jhanjharpur,399.0,1209.0,1607.0,4303.0,0.247469,4088.0,39.3
CG,Raipur,Arang,702.55,3105.79,3808.34,9939.41,0.084447,9019.06,42.23
JH,Dumka,Jarmundi,245.004,845.526,1090.53,2329.65,0.10773,2096.69,52.0121
BR,Madhubani,Laukaha,309.0,896.0,1205.0,5603.0,0.285364,5323.0,22.6
CG,Raipur,Dharsiwa,3968.41,2621.69,6590.1,9791.68,0.112548,9242.25,71.3
CG,Surguja,Lakhanpur,246.73,1723.76,1970.49,5374.33,0.124637,5105.61,38.59
CG,Raipur,Tilda,622.02,3292.44,3914.46,12041.34,0.11702,11037.57,35.46
CG,Rajnandgaon,Chhuriya,390.79,3540.12,3930.91,6816.52,0.143204,6393.2,61.49
JK,Ganderbal,,9327.6,499.5,9827.1,16612.08,0.0,14950.87,65.73
CG,Rajnandgaon,Dongargaon,296.06,2786.13,3082.19,4333.38,0.090846,3900.04,79.03
CG,Surguja,Lundra,262.27,1216.5,1478.77,9511.31,0.126073,9035.74,16.37
JK,Leh,Leh,39.6,12.0,51.6,4104.43,0.0,3693.99,1.4
CG,Rajnandgaon,Dongargarh,455.97,2194.38,2650.35,7043.94,0.113612,6619.28,40.04
BR,Madhubani,Laukahi,299.0,1698.0,1997.0,7459.0,0.324334,7086.0,28.2
CG,Rajnandgaon,Khairagarh,421.32,3209.66,3630.98,6179.01,0.077238,5561.11,65.29
CG,Rajnandgaon,Manpur,194.01,758.22,952.23,3491.31,0.082929,3142.17,30.3
BR,Purnia,Srinagar,161.0,1651.0,1812.0,4286.0,0.307993,4072.0,44.5
CG,Rajnandgaon,Mohla,190.66,781.22,971.88,3544.38,0.088832,3189.94,30.47
CG,Rajnandgaon,Rajnandgaon,803.23,3806.49,4609.72,5941.02,0.102255,5596.35,82.37
BR,Purnia,Purnia East,715.0,2962.0,3678.0,7545.0,0.307691,7168.0,51.3
CG,Surguja,Sitapur,210.42,1368.6,1579.02,5742.97,0.139732,5434.52,29.06
JH,Dhanbad,Topchanchi,268.372,428.122,696.494,1241.13,0.21036,1117.01,62.3532
BR,Sheikhpura,Ariari,160.0,2365.0,2525.0,3948.0,0.264397,3751.0,67.3
JH,Dumka,Kathikund,106.116,357.542,463.658,2040.77,0.089421,1836.69,25.2442
JH,Dumka,Masalia,190.659,610.215,800.873,3671.02,0.099981,3303.91,24.2401
JH,Dumka,Ramgarh,240.0,1112.51,1352.52,3980.46,10.9824,3582.42,35.75
JH,Garhwa,Majhiaon,152.212,629.063,781.276,2204.01,0.249973,1983.61,39.3866
JH,Dumka,Ranishwar,159.269,212.085,371.354,3671.7,0.16566,3304.53,11.2377
JH,Dumka,Saraiyahat,222.22,500.887,723.107,1459.32,0.107216,1313.39,55.0565
JH,Dumka,Shikaripara,196.344,346.75,543.094,4398.37,0.096787,3958.54,13.7196
BR,Sheikhpura,Ghat Kusumba,66.0,465.0,532.0,2856.0,0.307383,2570.0,20.7
BR,Sheikhpura,Charware,112.0,963.0,1075.0,2919.0,0.237135,2773.0,38.8
JH,Garhwa,Bhandaria,91.7931,781.534,873.327,5697.72,0.107466,5127.95,17.0307
JH,Garhwa,Bhawanathpur,332.669,1379.27,1711.93,6565.75,0.145292,5909.17,28.9708
BR,Katihar,Samoli,129.0,1896.0,2025.0,4949.0,0.38313,4454.0,45.5
JH,Garhwa,Dhurki,118.213,1015.16,1133.37,2240.32,0.093624,2128.3,53.2523
JH,Garhwa,Garhwa,455.427,1516.98,1972.41,4144.19,0.211018,3936.98,50.0996
JH,Garhwa,Ramkanda,60.2892,209.524,269.813,1433.44,143.344,1290.1,20.9142
JH,Garhwa,Ramna,146.921,545.492,692.413,1553.02,77.651,1475.37,46.9315
JH,Giridih,Birni,239.737,1316.15,1555.88,2597.02,0.092771,2337.32,66.5669
JH,Garhwa,Ranka,129.722,814.536,944.258,2394.11,0.088671,2154.7,43.8232
JH,Giridih,Bagodar,421.71,1224.94,1646.65,7251.4,0.13232,6888.83,23.9031
JH,Giridih,Bengabad,212.001,1155.21,1367.21,3980.23,0.110103,3781.22,36.158
JH,Giridih,Gande,242.988,865.238,1108.23,3984.27,0.121069,3785.06,29.279
JH,Giridih,Deori,250.479,1239.52,1490.0,3215.8,0.089699,2894.22,51.4819
JH,Giridih,Dhanwar,387.21,2001.14,2388.35,3269.15,0.094019,2942.23,81.1747
JH,Giridih,Dumri,356.78,763.04,1119.82,3604.95,0.105538,3424.71,32.7
HR,Kaithal,Kalayat,150.0,16590.0,16740.0,9670.0,0.306342,8703.0,192.0
JH,Giridih,Giridih,980.117,554.161,2147.99,5043.87,0.132243,4539.48,47.318
JH,Giridih,Jamua,377.675,1491.5,1869.17,4552.58,0.118095,4324.95,43.2184
JH,Giridih,Pirtanr,155.512,488.325,643.837,3537.13,0.11604,3360.27,19.1603
JH,Gumla,Kamdara,94.4654,863.733,958.198,2941.14,0.105995,2647.03,36.199
JH,Giridih,Tisri,131.229,461.767,592.996,2781.66,0.08467,2503.5,23.6867
JH,Godda,Boarijor,201.858,388.307,590.165,2519.2,0.096929,2267.28,26.0297
JH,Godda,Godda,568.6,1635.67,2204.27,2225.29,0.07435,2002.76,110.061
JH,Godda,Mahagama,268.671,531.615,800.286,1288.17,0.099449,1223.76,65.3957
JH,Godda,Meherma,206.547,204.624,411.171,842.634,0.084627,758.371,54.2177
JH,Godda,Poreyahat,275.301,324.866,600.167,3015.22,0.085647,2864.46,20.9522
JH,Godda,Thakurghanti,138.18,258.22,396.49,926.58,0.0,833.92,47.53
JH,Gumla,Basia,120.807,1019.82,1140.63,3609.77,0.107745,3248.79,35.1094
JH,Gumla,Bishunpur,87.304,569.754,657.058,4104.36,0.099999,3693.92,17.7875
JH,Gumla,Chainpur,316.175,1172.17,1488.34,4835.42,0.096241,4351.88,34.2
JH,Gumla,Gumla,454.501,1257.25,1711.75,3940.01,0.106692,3546.01,48.2727
JH,Gumla,Dumri,121.227,920.282,1041.51,4654.63,0.10299,4189.17,24.862
JH,Gumla,Ghaghra,152.837,607.711,760.548,4436.18,0.103181,3992.56,19.0491
MH,Akola,Akot,80.7142,3357.92,3438.64,6.2336,0.007748,4749.34,72.4024
JH,Gumla,Palkot,123.666,419.859,543.525,4393.24,0.101926,3953.91,13.7465
JH,Gumla,Sisai,160.744,1218.13,1378.88,3687.95,0.107071,3319.15,41.5431
JH,Jamtara,Jamtara,644.625,866.444,1511.07,6170.27,0.248982,5861.75,25.7784
JK,Poonch,Punch,3762.0,4.5,3766.5,10433.98,0.0,9390.58,40.11
JH,Gumla,Raidih,108.748,910.211,1018.96,4436.63,0.103387,3992.96,25.5189
JH,Khunti,Rania,62.1045,359.824,421.929,1938.02,0.095244,1744.22,24.1901
JH,Jamtara,Kundahit,201.302,464.401,665.703,4751.95,0.404766,4276.76,15.5656
JH,Jamtara,Nala,274.197,470.986,745.183,3903.27,0.108136,3512.94,21.2125
JH,Jamtara,Narayanpur,280.434,1466.41,1746.84,3062.22,0.121613,2755.99,63.3834
JH,Lohardaga,Bhandra,101.944,829.906,931.851,1967.23,0.11249,1770.51,52.6319
JH,Khunti,Karra,153.146,1199.16,1352.3,3190.08,0.114979,2871.08,47.1009
JH,Khunti,Khunti,132.272,855.986,988.258,3837.87,0.104067,3454.09,28.6113
JH,Khunti,Murhu,122.546,469.437,591.983,2433.28,0.093462,2189.95,27.0318
JH,Khunti,Torpa,130.14,685.407,815.547,2622.66,0.097233,2360.39,34.5514
JH,Koderma,Chandwara,71.29,387.63,498.51,2031.8,0.0,1930.21,23.78
JH,Koderma,Jainagar,213.867,215.977,429.844,1342.88,0.077173,1208.59,35.5656
JH,Koderma,Satgawan,99.5091,319.738,419.247,900.216,0.086768,810.195,51.7464
BR,Nalanda,Bari,124.0,1310.0,1434.0,3151.0,0.295591,2836.0,50.6
JH,Latehar,Balumath,249.934,1508.24,1758.17,8705.79,0.12583,7835.21,22.4394
JH,Latehar,Barwadih,137.574,705.549,843.123,2857.84,0.092409,2572.06,32.7801
JH,Latehar,Chandwa,150.204,780.38,930.584,4651.91,0.11663,4419.31,21.0572
BR,Sheohar,Batnaha,387.0,4044.0,4432.0,7853.0,0.407188,7461.0,59.4
JH,Latehar,Garu,46.8386,443.95,490.789,1277.49,0.090615,1149.74,42.687
JH,Latehar,Latehar,179.337,1156.86,1336.2,1909.69,0.076439,1814.2,73.6519
JH,Lohardaga,Kisko,106.054,395.07,501.125,3086.45,0.07695,2777.8,18.0403
BR,Kishanganj,Kishanganj,358.0,1692.0,2050.0,7641.0,0.420405,6877.0,29.8
JH,Latehar,Mahuadanr,122.41,681.38,803.791,5118.03,0.143833,4862.12,16.5317
JH,Latehar,Manika,119.395,495.465,614.859,2182.21,0.089486,1963.99,31.3066
JH,Lohardaga,Kuru,154.04,774.39,928.43,2209.66,0.091733,1988.69,46.6855
JH,Lohardaga,Lohardaga,147.855,761.221,909.076,1451.37,0.098019,1306.24,69.5952
JH,Lohardaga,Senha,117.322,737.465,854.787,2461.33,0.07938,2215.2,38.5874
JH,Ramgarh,Gola,230.313,981.737,1212.05,3888.03,0.145076,3499.23,34.6376
JH,Ranchi,Angara,189.342,45.7042,235.046,2965.56,0.089348,2669.01,8.80651
JH,Ranchi,Bero,241.761,922.606,1164.37,3596.28,0.113576,3416.47,34.081
JH,Ranchi,Bundu,115.632,399.718,515.351,2174.31,0.109158,2065.6,24.9493
BR,Darbhanga,Darbhanga,689.0,1645.0,2334.0,5106.0,0.252267,4851.0,48.1
JH,Ranchi,Burmu,226.683,955.528,1182.21,3924.86,0.104912,3532.38,33.4679
JH,Ranchi,Chanho,153.926,846.303,1000.23,2179.37,0.102873,1961.44,50.9947
BR,Darbhanga,Keotiranway,158.0,1617.0,1775.0,4088.0,0.248027,3884.0,45.7
JH,Ranchi,Lapung,97.8934,668.521,766.415,2161.61,0.096994,2053.52,37.3219
JH,Ranchi,Mandar,181.238,1549.3,1730.53,3207.56,0.159406,2886.81,59.9463
JH,Ranchi,Ratu,231.965,1454.79,1686.75,2665.92,0.142365,2399.33,70.301
JH,Ranchi,Namkum,611.87,827.852,1439.72,2781.97,0.09476,2503.77,57.5022
JH,Sahebganj,Barhait,200.842,165.0,365.842,1954.96,0.082551,1857.22,19.6984
JH,Sahebganj,Barharwa,263.273,383.437,646.71,1153.14,0.08526,1037.83,62.3139
JH,Sahebganj,Borio,150.584,119.296,269.879,779.934,0.083202,701.941,38.4476
JH,Sahebganj,Mandro,109.73,92.96,202.68,615.68,0.0,554.11,36.58
JH,Sahebganj,Taljhari,117.642,48.8028,166.444,430.575,0.115498,387.518,42.9515
JH,Sahebganj,Udhua,238.95,13.17,252.12,3351.39,0.0,3016.26,8.36
JH,Saraikela Kharsawan,Kharsawan,156.681,86.5024,243.183,2454.56,0.101428,2209.1,11.0082
JH,Saraikela Kharsawan,Kuchai,93.4973,61.7136,155.211,2781.85,0.088594,2503.67,6.19935
JH,Saraikela Kharsawan,Nimdih,164.807,130.916,295.722,2048.78,0.08831,1843.9,16.0378
JH,Saraikela Kharsawan,Seraikela,224.981,77.5676,302.548,2349.43,0.090016,2114.49,14.3083
JH,Simdega,Bano,132.465,755.278,887.743,4773.75,0.10119,4296.37,20.6626
JH,Simdega,Bansjor,375.01,1801.6,2176.61,7049.07,0.0,6344.16,34.31
JH,Simdega,Jaldega,136.562,1167.76,1304.32,5149.35,0.106026,4634.41,28.1443
PY,Mahe,Mahe,150.0,0.0,154.1,270.49,0.0,243.45,63.0
JH,Simdega,Kurdeg,141.38,664.583,805.963,3796.67,0.115488,3417.0,23.5869
JH,Simdega,Kolebira,110.382,1018.65,1129.03,4142.42,0.108056,3728.18,30.2838
JH,Simdega,Pakardanr,375.013,1801.6,2176.61,7049.07,0.105544,6344.16,34.3089
JH,Bokaro,Bermo,256.227,117.237,373.464,894.85,0.058872,850.1,43.9316
JH,Bokaro,Chas,815.472,1441.28,3159.45,4479.5,0.0828,4031.55,78.3681
JH,Dhanbad,Baliapur,236.06,642.796,878.855,2999.63,0.319109,2849.64,30.8409
JH,Ramgarh,Mandu,338.602,697.958,1036.56,4533.17,0.133328,4079.85,25.4068
JH,Ranchi,Kanke,3217.35,1177.08,4394.43,3987.69,0.095837,3588.92,122.444
MP,Balaghat,Birsa,286.568,98.3664,384.935,12168.56,0.09,11560.14,3.32985
CG,Rajnandgaon,Chhuikhadan,385.98,2913.21,3299.19,5130.31,0.095715,4797.2,68.77
JH,Ranchi,Silli,190.006,412.887,602.894,2125.68,0.097989,1913.11,31.5138
GJ,Amreli,Amreli,412.0,5529.8,5941.8,9886.02,0.1423,9391.72,63.0
GJ,Anand,Anklav,407.81,2982.2,3390.01,5953.62,0.0032,5358.26,63.0
BR,Darbhanga,Hayghat,82.0,912.0,994.0,2363.0,0.272009,2126.0,46.7
BR,Darbhanga,Bahdurpur,145.0,1546.0,1691.0,4289.0,0.248388,4074.0,41.5
MP,Chhindwara,Jamai,508.323,3057.78,3566.11,16030.27,0.166,15228.76,23.4169
GJ,Amreli,Babra,233.0,5314.0,5547.0,8710.95,0.1098,8275.41,67.0
GJ,Amreli,Bagasara,148.0,3427.3,3575.3,5500.82,0.3504,5225.78,68.0
GJ,Amreli,Dhari,171.0,7356.0,7527.0,11803.7,0.1114,11213.5,67.0
GJ,Amreli,Jafrabad,258.0,1704.0,1962.0,3471.24,0.261,3297.68,59.0
GJ,Amreli,Khambha,160.0,3518.1,3678.1,5187.62,0.1273,4928.24,75.0
GJ,Amreli,Lathi,250.0,3818.8,4068.8,6361.47,0.1012,6043.4,67.0
GJ,Kachchh,Bhachau,427.0,5436.6,5863.6,5715.84,0.3693,5430.05,108.0
GJ,Amreli,Lilia,115.0,2268.0,2383.0,4014.47,0.2032,3813.75,62.0
GJ,Amreli,Rajula,276.0,3891.6,4167.6,7977.92,0.564,7579.02,55.0
GJ,Anand,Anand,1553.9,6560.0,8113.9,15551.9,0.0035,14774.3,55.0
GJ,Kachchh,Bhuj,643.0,16550.0,17193.0,19167.6,0.0809,18209.3,94.0
GJ,Kachchh,Lakhpat,137.0,969.5,1106.5,4772.85,0.6575,4534.21,24.0
GJ,Kachchh,Mandvi,344.0,3059.5,3403.5,79.61,0.142,9088.42,101.23
GJ,Kachchh,Mundra,270.0,4498.0,4768.0,7930.94,0.3837,7534.39,63.0
GJ,Kachchh,Nakhatrana,434.0,8058.2,8492.2,10440.4,0.2594,9918.38,86.0
GJ,Kachchh,Rapar,559.0,5862.0,6421.0,12349.5,0.2368,11732.0,55.0
GJ,Kheda,Kapadvanj,695.3,6691.4,7386.7,9975.17,0.1601,9476.41,78.0
GJ,Anand,Borsad,1053.0,7260.8,8313.8,14424.1,0.0035,13702.9,61.0
GJ,Anand,Cambay,493.56,4764.6,5258.16,10085.0,0.0022,9580.78,55.0
GJ,Kheda,Kathlal,548.9,3481.6,4030.5,5620.4,0.1629,5339.38,75.0
GJ,Mahesana,Kadi,898.0,14688.0,15586.0,13774.1,0.194,13085.4,119.0
GJ,Mahesana,Visnagar,767.0,12325.0,13092.0,12052.8,0.2265,11450.2,114.0
GJ,Navsari,Chikhli,554.0,4832.4,5386.4,8664.53,0.1508,8231.3,65.0
GJ,Rajkot,Rajkot,2152.0,8317.8,10469.8,16285.0,0.1621,15470.8,68.0
GJ,Rajkot,Upleta,516.0,7217.1,7733.1,12096.7,0.1441,11491.9,67.0
GJ,Sabarkantha,Himatnagar,489.0,9854.3,10343.3,16629.6,0.2173,15798.1,65.0
GJ,Sabarkantha,Idar,713.0,10580.3,11293.3,13393.5,0.3366,12723.8,89.0
GJ,Sabarkantha,Talod,417.0,6336.0,6753.0,8681.88,0.4052,8247.78,82.0
KL,Ernakulam,Kothamangalam,1086.09,904.21,1990.3,6181.45,0.074711,5563.31,35.78
BR,Darbhanga,Baheri,168.0,3173.0,3342.0,6211.0,0.285228,5590.0,59.8
GJ,Gandhinagar,Gandhinagar,827.0,13250.8,14077.8,12806.0,0.1852,12165.7,116.0
GJ,Gandhinagar,Kalol,581.0,2478.9,3059.9,120.81,0.194,7336.35,122.9
GJ,Anand,Petlad,803.08,6742.0,7545.08,12682.4,0.0042,12048.2,63.0
BR,Darbhanga,Benipur,133.0,1516.0,1649.0,3973.0,0.268517,3774.0,43.7
GJ,Anand,Sojitra,181.95,1484.8,1666.75,5952.07,0.0036,5356.87,31.0
BR,Darbhanga,Manigachhi,124.0,1053.0,1178.0,3287.0,0.244523,3122.0,37.7
BR,Darbhanga,Gore,81.0,1409.0,1491.0,3252.0,0.276782,2927.0,50.9
GJ,Anand,Tarapur,143.26,657.0,800.26,4928.96,0.0047,4682.52,17.0
